x	y	showSelected1
-95.7691	36.1479	2010
-99.68	36.17	1955
-95.6	35.45	1972
-96.58	34.85	1982
-96.58	34.05	1957
-96.1	36.05	1954
-96.37	34.03	1957
-99.3	35.5	1975
-97.4	36.03	1999
-97.85	34.48	2006
-99.92	35.47	2003
-94.83	35.5	2005
-95.65	35.63	1999
-96.5	34.07	1957
-95.1	34.97	2005
-100.92	36.87	2006
-97.15	35.53	1974
-100.88	36.93	1997
-97.5	34.45	1996
-96.05	36.35	1964
-97.78	35.37	1952
-97.79	36.17	2008
-97.12	35.85	2003
-94.6	34.82	2000
-98.88	35.43	1962
-96.33	34.07	1991
-97.51	36.17	2008
-97.4	35	1957
-96.6126	37.0076	2011
-96.93	34.23	1991
-98.28	34.78	1951
-97.619	35.243	2011
-97.95	34.65	1979
-98.75	35.08	1986
-95.32	35.75	1999
-96.6	35.38	1974
-98.7	34.7	1957
-99.08	34.32	1995
-97.53	35.48	1972
-94.67	34.2	1973
-97.65	35.92	1956
-98.68	34.23	2001
-95.53	34.8	1992
-95.37	34.8	1992
-98.35	36.53	1995
-98.28	36.9	1998
-95.1	36.87	1975
-94.6636	34.961	2011
-100.256	36.6288	2010
-99.03	35.08	2007
-98.5687	35.0744	2012
-98.85	36.1	1969
-99.92	35.49	2007
-97.93	36.93	1955
-97.066	36.499	2010
-96.83	35.8	1987
-96.1	36.12	1999
-94.57	34	1982
-96.98	34.18	1958
-94.13	34.47	1979
-94.97	34.16	2011
-101.35	36.75	2003
-96.9	36.08	1984
-99.88	36.37	2004
-97.17	34.35	1994
-98.25	36.23	1956
-95.52	34.62	1994
-97.37	37	1991
-96.68	36.57	1956
-97.99	35.384	2012
-95.692	36.7386	2012
-97.03	36.28	1956
-96.3942	35.6014	2010
-96.65	34.32	1953
-96.88	34.53	1996
-99.02	35.08	2003
-97	36.12	1957
-99.3	36.12	1954
-95.4802	36.8003	2012
-99.6	36.33	1954
-98.67	35.15	1973
-97.42	34.45	2001
-98.6	35.08	1955
-98.47	35.85	1966
-95.3	35.18	1973
-98.75	36.42	1955
-98.3	35.07	1963
-99.55	34.65	1962
-95.17	35.25	1954
-96.5	35.15	1965
-98.1	35.23	1999
-97.7	35.2	1968
-98.25	34.35	1958
-97.93	36.15	1968
-96.45	35.33	1997
-98.2	34.27	1969
-95.42	35.35	2000
-95.98	35.93	1997
-95.7	36.32	1952
-95.48	34.08	1979
-99.35	35.87	1956
-97.71	36.17	2008
-96.77	35.72	1957
-98.8163	36.5388	2012
-98.95	34.8	1986
-99.93	36.37	2004
-97.15	36.78	1983
-99.58	34.57	1957
-99.22	35.12	1957
-96	35.95	1993
-100.9	36.52	1969
-98.22	35.32	2003
-98.13	35.63	1957
-96.4	35.15	1998
-98.5	36.13	1965
-95.2	35.67	1999
-95.5	35.18	1971
-95.58	35.27	1954
-98.78	35.67	1985
-97.27	34.93	1992
-99.68	35.62	1952
-99.73	36.93	1973
-97.87	36.25	1998
-98.92	36.27	1992
-98.52	35.23	1954
-95.72	36.98	1993
-97.53	35.61	2008
-95.65	36.85	1994
-96.35	35.13	1950
-96.68	35.45	1983
-97.83	35.77	1999
-97.45	36.03	1999
-97.97	35.03	1953
-97.48	34.2	1995
-97.33	36.57	1999
-99.82	35.38	1955
-99.63	36.17	1973
-101.78	36.63	2002
-97.67	35	1977
-98.07	36.13	2008
-97.98	35.38	1979
-96.72	35.35	1981
-97.6	36.17	1977
-97.55	35.6	1957
-99.06	37.1	2008
-95.52	36.23	1960
-95.13	36.65	1957
-96.42	36.22	2004
-95.22	36.32	1965
-98.22	35.88	1990
-98.75	35.75	1967
-98.75	34.4	1979
-95.23	36.15	2004
-99.1	36.1	1964
-94.78	35.3	1999
-95.8	34.9	1996
-95.8727	36.8957	2011
-99.52	36.47	1960
-99.2726	36.2686	2012
-96.7	34.8	1970
-94.5	35.72	1999
-99.02	34.42	1995
-98.7	35.18	1980
-97.57	35.57	1967
-95.8	34.93	1953
-100.05	36.85	1980
-96.9967	35.39	2012
-98.32	35.15	1959
-97.85	35.5	1978
-95.47	35.5	1961
-96.05	36.4	2000
-95.82	34.13	1991
-98.87	35.17	1979
-98.5125	35.0284	2012
-98.58	35.63	1967
-97.87	36.83	1956
-101.947	36.8363	2010
-97.63	35.15	1977
-99.8	36.75	1991
-96.72	36.6551	2010
-97.98	36.28	1960
-97.93	35.07	1955
-102.63	36.62	2004
-99.38	34.9	1995
-96.33	35.9	1974
-98.75	34.32	1962
-95.27	35.37	1954
-95.02	36.57	1960
-95.55	36.35	1989
-96.6117	36.7	2010
-98.2242	36.6631	2012
-96.97	36.62	2005
-94.75	35.5	1994
-96.77	35.93	1957
-99	35.58	1981
-96.46	36.63	2008
-96.48	36.8	1994
-98.37	35.47	1983
-98.7	35.93	1965
-101.72	36.57	1987
-100.62	36.58	1995
-97.23	35.82	1997
-102.02	37	1977
-101	36.9	1961
-97.53	35.55	1998
-98.25	34.7	1960
-101.05	36.83	1996
-97.58	34.87	1975
-95.6	36.22	1967
-98.32	35.22	2001
-98.78	35.75	1983
-95.0796	36.8961	2012
-95.8	35.43	1999
-99.28	35.43	1986
-98.37	34.58	1968
-94.45	36.18	1968
-99.25	34.98	1983
-98.45	34.58	1983
-99.42	34.57	1962
-97.42	36.8	1997
-98.97	34.37	1983
-98.42	34.35	2004
-98.1	35.34	2007
-98.33	36.73	1985
-97.25	35.83	1977
-99.561	36.188	2010
-96.48	36.02	1995
-95.2	36.5	1971
-96.07	35.83	1991
-94.8609	36.2321	2011
-98.63	34.73	2005
-95.42	35.08	1998
-99.75	34.47	1970
-97.73	36.75	1964
-98.05	35.75	1961
-96.18	35.98	2004
-94.9	36.93	1973
-102.75	36.57	1996
-97.57	36.13	2006
-96.98	36.78	1978
-95.27	36.18	1959
-97.75	35.65	1961
-95.6255	36.022	2010
-97.9	35.8	1961
-97.35	36.85	2002
-102.85	36.7	1967
-97.95	36.9	1972
-99.12	34.25	1989
-95.6379	36.1761	2010
-97.48	35.5	1951
-97.3101	35.9354	2009
-98	35.47	2006
-98.4	34.12	2006
-95.97	36.77	1982
-97.72	35.85	1999
-97.2	35.63	1974
-98.25	36.3	1999
-95.62	36.87	1982
-96.1	35.6	1981
-96.1	34.4	1982
-98.45	34.77	1987
-97.88	36.85	1998
-99.25	34.67	1955
-96.73	36.9	1969
-97.42	36.58	1984
-100.85	36.9	1971
-97.52	33.93	1957
-99.4	36.3	1970
-96.82	34.58	1992
-96.7	35.05	1968
-99.3638	36.3498	2012
-95.7	36.45	1992
-99.07	35.15	2000
-99.3722	36.3568	2012
-97.3	34.9	1996
-95.83	35.3	1957
-96.2183	36.9303	2011
-96.2	33.8	1971
-98.75	35.78	1953
-97.37	36.83	1965
-96.1458	35.71	2011
-99.53	34.85	1953
-95.37	36.87	1983
-96.53	34	1992
-97	35.3	1955
-96.1	34.58	1992
-95.98	34.72	1992
-99.12	36.92	2001
-99.68	34.87	1962
-95.3018	34.7431	2011
-98.23	36.93	1998
-96.75	34.03	1979
-95.47	35.57	1973
-98.02	35.33	1959
-97.33	35.2	1990
-102.73	36.6	1971
-95.53	34	1999
-99.17	35.43	1994
-95.63	36.98	1981
-100.4	36.65	1982
-96	36.3	1960
-98.2	35.33	2008
-99.08	34.2	1979
-95.77	34.28	2006
-96.45	34.08	1964
-95.37	35.67	1977
-97.77	36.4	1956
-95.2	36.62	1974
-98.65	34.42	1983
-99.92	34.87	1982
-96.42	34.73	2001
-95.9	36.25	1958
-97.25	35.47	2003
-97.357	35.194	2010
-96.71	36.44	2008
-96.05	34.67	2001
-95.05	35.35	2001
-95.68	36.73	1996
-95.72	36.02	1993
-96.33	36.7062	2010
-95.6296	36.7437	2012
-94.88	36.75	1996
-97.7212	34.1185	2010
-102.1	37	1977
-97.88	34.88	1981
-96.82	35.5	1998
-96.17	36.55	1998
-96.65	35.24	2007
-96.03	35.27	1984
-94.9	34.95	1994
-95.52	35.65	1967
-95.7017	36.7523	2012
-96.07	35.92	1997
-99.68	36.72	2007
-95.53	36.12	2005
-101.48	36.52	1983
-97.12	35.37	1981
-98.73	34.18	1995
-97.42	36.57	2002
-96.92	35	1965
-97.9	36.3	2000
-101	36.9	2006
-99.08	35.58	1977
-96.07	36.05	1960
-99.55	36.9	1970
-94.63	35.05	1957
-98.5	34.55	1962
-99.83	35.2	1965
-98.57	34.45	1982
-97.5	35.33	1960
-96.02	36.15	1989
-97.45	35.15	1951
-101.72	36.62	2003
-97.3095	34.2209	2010
-100.55	36.82	1962
-100.57	36.82	1962
-99.13	35.28	1999
-96.13	35.97	2004
-94.62	36.08	2008
-96.65	35.23	1995
-95.08	35.62	1999
-95.8316	36.0241	2010
-96.45	34.93	1984
-98.55	35.93	1997
-97.75	36.77	1959
-96.95	36.98	1978
-99.67	36.4	1965
-96.73	34.35	1988
-95.25	35.9	1999
-95.23	35.08	1998
-95.75	36.2	1993
-97.5966	35.1802	2011
-95.45	35.15	1998
-95.0663	34.0146	2011
-94.6	35.37	1957
-95.3	35.42	1984
-99.37	34.58	1962
-97.9	35.87	1955
-96.7202	34.6291	2011
-95.75	34.27	2006
-98.97	34.43	1973
-99.77	35.94	2007
-97.9	34.03	1993
-99	35.52	1992
-98.52	34.88	1983
-95.77	36.32	1999
-95.3228	36.0681	2011
-95.53	34.57	1999
-96.43	35.33	1958
-102.866	36.5422	2010
-97.93	36.88	1979
-97.33	35.08	1984
-99.17	36.45	1993
-94.77	34.73	1996
-95.65	35.68	1957
-97.58	35.08	1965
-95.35	36.3	1992
-95.7935	36.7818	2011
-96.55	34.25	1962
-94.77	33.97	1974
-96.2885	36.9231	2011
-95.55	35.08	1998
-99.8	34.92	1953
-95.87	35.97	1974
-95.15	35.73	1956
-98.97	34.42	1973
-99.45	36.18	1997
-95.07	34.73	1994
-95.25	35.5	1959
-97.08	34.22	1959
-97.8	35.55	1978
-95.2	34.82	1992
-97.27	34.18	1993
-96.03	34.27	1985
-94.6362	35.0082	2011
-96.65	35.52	1967
-97.98	36.9	1998
-96.8949	34.7805	2011
-98.63	34.18	1993
-94.8406	36.2693	2011
-99.3	36.13	1955
-95.77	36.7	1957
-97.52	35	1979
-96.83	35.3	1981
-97.5	35.02	1999
-97.5	35.5	1965
-97.38	35.33	1999
-98.05	35.88	1999
-96.62	34.87	1991
-96.3	34.97	1992
-96.72	34.8	1983
-99	35.47	1954
-96.75	34	1953
-94.97	35.78	1995
-96.77	34.07	1997
-97.27	35.27	1990
-98.5	36.62	1998
-98.42	35.45	1983
-95.33	35.97	1970
-97.88	35.9	1957
-96.52	35.77	1954
-94.67	35.07	1972
-96.997	35.365	2010
-99.48	34.97	1965
-98.02	34.27	1995
-98.47	36.27	1965
-94.45	36.48	1991
-94.67	35.25	1971
-98.4	36.4	1965
-97.68	35.23	1983
-97.93	34.57	1975
-95.85	34.83	1950
-97.75	36.42	1955
-95.03	36.32	1971
-97.37	33.93	1976
-97.58	36.2	1979
-95.78	34.23	1968
-96.6	35.48	1993
-100.68	36.59	2008
-97.55	35.57	1960
-97.82	35.92	1983
-98.53	36.63	1953
-97.13	34.15	1953
-96.818	34.356	2010
-99.1	35.15	1983
-98.58	34.18	1995
-94.8115	35.5758	2010
-94.52	34.25	1957
-99.4	34.65	2001
-97.9	35.52	1956
-98.98	35.37	1977
-97.55	36.67	1966
-97.47	36.8	1996
-96.05	34.38	1971
-99.88	34.6	1995
-96.47	35.87	2004
-97.03	36.08	1975
-97.47	35.37	1951
-97.4	37	1955
-95.52	35.27	1999
-97.45	35.43	1973
-96.28	33.98	1969
-97.9	35.63	1983
-95.75	35.7	1984
-96.211	35.8257	2010
-95	34.08	1971
-98.3388	36.1462	2011
-98.78	34.25	2004
-95.0931	35.9761	2010
-100.7	36.62	1955
-98.42	34.67	1982
-96.78	35.7	1980
-95.6	34.25	1956
-96.2	33.8	1994
-98.642	34.907	2011
-100.23	36.53	1968
-98.98	36.2	1992
-95.93	36.88	1982
-94.67	35.45	1956
-99.43	35.17	1993
-95.53	35.38	1999
-94.711	34.166	2011
-99.9	36.72	1983
-98.35	36.82	1999
-97.37	34.93	1996
-98.65	36.78	1955
-98.15	36.3	1999
-99.83	35.82	1995
-95.27	35.9	1999
-95.43	36.32	1992
-95.0097	36.074	2011
-95.85	35.63	1984
-96.45	36.7	1991
-95	36.73	1958
-97.3	36.75	1996
-97.52	36.45	1965
-97.6	37	1953
-99.7	36.08	1967
-97.72	37	1990
-94.73	34.13	1971
-95.15	35.23	2001
-95.1	36.2	1972
-102.9	36.7	1967
-98.5	36.02	1965
-98.55	34.47	1995
-95.33	35.08	1998
-96.92	34.57	1953
-95.95	34.33	1974
-99.3	36.15	1952
-97.12	36.93	1993
-98.415	35.0795	2011
-98.4129	34.89	2011
-97	34.33	1976
-99.34	36.1932	2009
-95.8	34.78	1973
-97.345	37	2010
-97.766	36.838	2010
-94.7	36.42	1989
-95.23	35.57	1957
-96.62	35.75	1967
-97.0025	34.5211	2011
-96.12	35.77	1990
-99.83	36.32	1955
-95.2978	35.9533	2011
-94.47	34.13	1979
-96.07	35.68	1997
-96.42	35.35	1997
-100.4	36.73	1970
-99.52	34.88	1995
-99.88	36.35	1962
-98.75	34.32	1962
-97.57	35.72	2004
-96.75	34.28	1995
-96.5835	34.1731	2011
-99.43	34.77	1955
-98.3028	36.9302	2012
-99.58	35.45	1977
-96.27	35.78	1961
-97.12	34.03	1971
-102.897	36.5767	2010
-97.3	34.9	1996
-96.45	35.18	1967
-100.55	36.88	1962
-95.63	35.95	1975
-95.78	36.07	1984
-99.8	35.83	1968
-94.5796	36.2032	2011
-97.245	34.279	2010
-94.75	36.6	1959
-96.35	35.47	1999
-98	35.73	1999
-97.42	34.52	1990
-98.3	36.27	1979
-97.15	34.67	1954
-98.43	34.13	1965
-96.2	35.52	2005
-100.97	37	1980
-95.8923	35.4895	2010
-96.47	34.18	1951
-97.63	34.97	1993
-97.1	34.82	1990
-96.32	36.67	1982
-97.865	35.484	2010
-97.5	35.68	2008
-96.83	34.88	1958
-95.35	36.08	1999
-95.95	36.15	2000
-95.98	35.72	1997
-96.73	35.77	1974
-94.73	36	1999
-99.9	36.38	1962
-94.8668	36.3786	2011
-97.53	36.28	1956
-95.83	35.9	1981
-99.64	37.06	2008
-97.72	35.78	1992
-97.12	36.7	1996
-99.7	34.43	1970
-99.3	35.75	1967
-99.23	36.07	1955
-99.67	35.02	1999
-97.12	37.38	1953
-99.65	34.75	1953
-97.93	35.43	2003
-99.2	36.72	2005
-96.97	36.47	2004
-95.47	35.08	1998
-95.7	35.12	1998
-96.33	35.83	1981
-98.6	35.13	1955
-95.67	36.18	1993
-99.9	35.27	1969
-98.1	35.1	1969
-97.08	35.65	2003
-94.7162	35.0458	2009
-98.38	36.12	1998
-98.447	35.213	2011
-98.75	36.8	1964
-98.04	34.98	2007
-94.68	35.15	2006
-95	35.25	1954
-96.22	36	1999
-99.8	36.17	1957
-96.32	36.55	1982
-101	36.83	2002
-97.7	34.5	1977
-99.2	35.12	1959
-98.42	34.92	1987
-99.33	34.77	1955
-95.35	35.98	1960
-99.98	35.28	2002
-99.8	36.2	1962
-96.1566	34.3467	2011
-95.75	34.35	1968
-96.0149	34.47	2011
-97.22	35.77	2004
-95.72	34.95	1974
-99.73	36.68	1993
-96.33	34.05	1954
-98.05	36.7424	2012
-95.65	35.95	2004
-95.18	34.68	1994
-98.08	35.37	2003
-98.87	36.57	1951
-95.78	36.05	1993
-99.53	35.2	1999
-96.27	35.42	1971
-97.3	35.07	1974
-101.11	36.74	2007
-97.23	36.32	1999
-96.5	36.5	1994
-94.9	36.87	1967
-97.4261	35.2299	2012
-99.2926	34.7493	2012
-98.38	34.28	1962
-96.67	34.274	2011
-97	36.33	1959
-94.77	35.6	1973
-98.03	35.63	2004
-94.6338	34.4619	2011
-97.42	35.18	1981
-95.38	35.93	2005
-98.32	34.45	1951
-96.63	34.02	1959
-98.23	35.35	2000
-99	35.75	1965
-95.17	36.73	1959
-94.8549	36.5505	2011
-97.356	35.921	2011
-97.92	36.82	1999
-94.83	36.98	1997
-99.17	35.58	1950
-97.4	35.45	1986
-96.97	36.08	1984
-95.05	35.92	1981
-99.4107	36.3899	2012
-96.42	35.88	2004
-97.5	35.53	1968
-100.62	36.77	1963
-100	35.5	1952
-95.57	35.65	1998
-96.22	34.47	1982
-98.22	35.78	1960
-98.35	35.18	1964
-96.52	34.27	2005
-98.42	35.28	2000
-94.85	35.23	1998
-97.03	36.42	1999
-98.95	36.58	1995
-102.07	37.13	1977
-98.17	35.87	1999
-97.22	34.82	1977
-94.8	35.5	1957
-97.8	36.48	1966
-95.6	36.35	1967
-96.17	35.07	1950
-95.1	37.12	1959
-96.6	35	1960
-95.52	35.43	1999
-96.0461	35.4004	2010
-97.004	33.946	2010
-97.92	34.8	1955
-96.98	34	1959
-101.03	36.87	1996
-98.08	35.75	1981
-97.8	34.53	1970
-95.93	34.33	1985
-96.58	35.77	1999
-97.2	35.63	1999
-98.88	36.75	1954
-98.02	36.52	1999
-96.88	35.75	2004
-96.4	36.47	1999
-98.98	35.37	1977
-97.15	37	1955
-95.68	34.53	2000
-99.87	35.2	1951
-98	34.65	1957
-97.25	37	1955
-95.15	36.02	1999
-101.9	36.9	1951
-101.9	36.87	1951
-101.05	36.97	2003
-100.5	36.75	1962
-95.65	35.65	1998
-97	36.08	1984
-94.75	35.1	1998
-97.32	34.82	1984
-99.03	34.65	1989
-98.95	35.85	2006
-95.03	34.5345	2011
-94.68	35.87	1995
-97.3	36.92	1973
-98.08	34.62	1951
-97.32	36.3	1996
-96.65	35.75	2003
-97.93	35.77	1991
-94.3839	34.6544	2009
-99.87	36.35	1983
-97.9	36.4	1973
-96.6737	35.7767	2011
-96.65	35.52	1967
-96.876	33.949	2010
-97.12	36.43	1979
-99.85	34.73	1968
-97.32	35.65	1981
-95.2	35.28	1957
-95.3733	35.5448	2010
-95.35	36.92	1996
-97.45	34.82	1983
-96.98	34.5	1983
-98.4	34.57	1957
-97.55	35.8	1986
-98.33	35.28	1983
-98.58	35.52	1983
-95.73	36.08	1992
-97.52	36.5	1966
-97.17	35.88	1951
-96.67	35.08	1998
-95.3	34.93	1968
-99.18	35	1978
-99.15	35.17	1964
-97.15	35.83	2004
-99.03	36.99	2008
-99.53	36.379	2010
-99.8	36.13	1951
-98.45	36.5	1957
-97.68	35.8	1999
-94.8	35.62	1957
-96.11	35.81	2008
-96.48	35.82	2003
-95.88	36.12	1955
-98.43	36.88	1984
-99.1827	36.2198	2012
-97.37	35.23	1962
-97.97	36.02	1967
-101.07	36.83	1972
-96.37	35.52	1997
-96.22	35.5	2005
-95.63	35.55	2008
-95.67	34.57	1992
-99.45	35.42	1993
-98.38	34.12	2006
-95.97	35.52	1997
-96.05	36	1999
-99.42	35.43	1983
-95.67	36.3	1957
-95.12	36.42	1972
-95.62	36.98	1981
-94.65	36.27	1981
-98.5	36.244	2011
-95.35	35.58	1965
-95.383	36.0041	2011
-97.837	35.618	2011
-96.57	34.68	1992
-94.45	34.88	2003
-99.13	36.48	1993
-98.88	36.15	1980
-96.3612	35.4854	2011
-96.75	37.45	1955
-96.5458	36.9614	2011
-97.37	36.83	1965
-99.5	36.1	1967
-96.4272	35.5665	2011
-95.88	35.27	2001
-95.38	36.2	1964
-98.13	34.6	1978
-99.08	34.42	1962
-96	34.58	2001
-98.47	36.27	1983
-99.02	35.02	2003
-95.17	36.23	1993
-97.57	35.38	1955
-97.5	34.57	1977
-96.2	36.5	1965
-97.88	36.47	1966
-98.92	34.72	1975
-94.55	33.93	2000
-94.4573	34.6471	2009
-99.1	34.78	1999
-96.62	34.77	1962
-95.1524	36.1631	2011
-97.444	36.948	2010
-97.3	36.8	1958
-95.92	35.52	1957
-97	35.88	1957
-99.42	35.28	1989
-96.43	36.12	1959
-96.72	34.35	1983
-96.27	35.43	1970
-96.57	34.93	1981
-98.95	35.13	1954
-95.07	35.97	1981
-97.1	34.22	1990
-98.37	35.88	1999
-99.4	36.55	1993
-95.77	34.02	1981
-98.07	34.25	1981
-96.18	34.98	1983
-95.37	35.72	1980
-100.818	36.7695	2011
-98.6445	36.7105	2012
-95.38	35.249	2009
-96.83	34.15	1997
-95.998	36.6	2011
-98.3	36.65	1986
-97.4	35.43	1968
-98.73	34.18	1995
-99.23	35.57	1999
-98.02	36.75	1964
-97.57	35.53	2003
-96.37	35.85	1976
-95.47	35.52	1991
-98.52	36.27	1983
-98.959	34.596	2011
-95.73	35.12	1998
-99	35.78	1951
-97.95	34.27	1974
-95.38	35.28	2005
-97.198	34.194	2010
-98.57	36.35	2007
-95.63	36.82	1993
-99.78	36.13	1965
-98.02	35.52	2006
-97.45	35.38	1973
-99.6	35.37	1962
-95.8459	35.424	2010
-95.37	35.48	1999
-98.3	36.65	2000
-98.18	35.08	1983
-94.7514	35.9346	2012
-95.73	34.95	1960
-95.42	34.97	1957
-95.08	36.83	1970
-99.5	35.32	1950
-94.82	35.45	1960
-97.6	34.2	1969
-95.7619	34.4498	2011
-95.6135	34.8788	2011
-99.27	35.68	1967
-97.77	35.3	1973
-97.6	36.43	1991
-97.27	36.82	1973
-99.87	36.82	1993
-95.63	36.78	1967
-96.83	35.62	1957
-95.4	36.07	1999
-97.3	36.75	1996
-101.53	36.62	1981
-97.58	34.25	1996
-95.88	36.47	1984
-96.37	35.42	1970
-98	34.77	1981
-97.92	34.83	1973
-99.32	34.77	1959
-95.6	36.63	1956
-98	36.35	1979
-98.55	36.67	2000
-96.7	36.37	1979
-98.1	36.3	1991
-98.05	35.63	2004
-95.28	35.1	1998
-98.45	36.12	1998
-98.05	36.27	1966
-97.93	35.05	2001
-99.98	34.75	1983
-96.07	34.77	1993
-99.37	34.68	1962
-98.97	36.03	1992
-96.53	34.6211	2011
-94.75	35.47	1957
-99.93	36.13	1967
-96.404	34.24	2010
-97.9	35.45	1999
-98.05	35.05	1968
-96.07	36.42	1974
-96.85	35.47	1986
-94.62	37	1960
-97.1	34.57	1960
-97.32	35.07	1983
-94.15	34.95	2003
-97.92	36.13	1973
-97.15	35.5	1986
-97.02	35.98	1972
-96.12	35.5	2005
-95.6	36.85	1958
-97.8	36.6845	2012
-98.02	36.45	1991
-98.33	35.32	1981
-99.1	34.25	1954
-95.93	35.12	1998
-96.67	34.67	2001
-97.4839	36.81	2012
-97.42	35.15	1979
-94.62	36.05	1983
-94.52	36.07	1983
-98	35.27	1999
-99.95	35.15	1989
-97.12	34.52	1958
-97.45	35.33	1965
-97.27	36.82	1968
-95.6	35.18	1974
-100.53	36.82	1951
-98.524	35.0364	2011
-96.1359	35.4596	2010
-96.41	36.73	2007
-97.4183	36.68	2012
-97.08	36.98	1981
-97.97	36.88	1998
-94.5074	35.3606	2011
-98.406	35.537	2010
-97.377	35.361	2009
-97.373	36.5	2009
-95	36.03	1973
-95.33	34.13	1957
-99.87	36.32	1995
-95.55	35.25	1999
-97.47	36.85	1955
-97.73	36.83	1972
-97.23	36.8	1996
-99.67	36.67	1993
-96.72	36.53	1990
-97.05	36.75	1957
-100.57	36.73	2001
-95.52	36.48	1999
-95.73	36.1	1986
-99.0937	36.4012	2012
-96.65	35.27	1973
-98.55	35.78	1977
-97.45	36.6797	2009
-97.93	34.68	1954
-98.43	34.25	1988
-96.47	35.45	1954
-94.9074	34.5542	2011
-96.8	34.7	1960
-97.179	35.022	2010
-99.82	35.5	1955
-95.98	36.629	2011
-97.08	36.92	1997
-95.75	36.03	1976
-95.55	35.43	1999
-97.87	36.6	1991
-96.3	35.08	2005
-95.2433	34.857	2009
-99.47	35.77	1973
-96.07	35.98	1997
-96.38	36.4622	2011
-97.45	36.7811	2012
-94.63	36.17	1991
-96.5701	34.1999	2011
-99.35	35.85	1952
-96.1	36	1999
-99.4	35.3	1959
-97.73	35.83	1999
-98.9938	36.512	2012
-97.12	35.78	2003
-96.38	33.98	1981
-95.75	36.17	1979
-95.6	35.8	1960
-95.35	35.42	1960
-97.4	34.83	1960
-95.15	35.87	2008
-95.7	34.95	1972
-96.83	36.37	1959
-99.9	36.47	1968
-96.83	36.32	1954
-99.58	35.3	1983
-95.08	34.68	1983
-98.53	35.3	2000
-95.75	34.27	1982
-98.03	35.88	1999
-102.78	36.63	1967
-94.97	34.18	2008
-95.88	35.95	1957
-95.65	35.28	1999
-96.5	34.37	1993
-97.8	35.05	1969
-99.58	35.38	1972
-98.13	34.3	1973
-98.38	34.48	1973
-97.12	36.43	1979
-96.82	34.92	1954
-96.32	36.2	1984
-97.93	36.19	2008
-98.37	34.92	1958
-94.5	35.25	1976
-100.82	37.08	1980
-96.97	34.62	1984
-96.48	35.38	1954
-94.57	36.3	1991
-99.02	35.23	1975
-96.23	35.75	2000
-94.6	35.38	1957
-97.17	34.63	1972
-94.98	36.62	1984
-94.9739	35.6163	2010
-97.99	36.14	2008
-99.62	34.8	1968
-97.27	36.73	1955
-97.22	36.73	1973
-98.61	35.92	2007
-96.08	36	1997
-96.43	36.33	1981
-98.35	34.65	1968
-95.3	35.77	1999
-98.32	36.07	1996
-97.07	36.08	1954
-97.28	36.92	1993
-96.4	36.52	1994
-97.73	36.7955	2012
-95.23	35.12	2009
-96.28	36.58	1959
-101.8	36.58	1968
-96.12	35.7	1957
-99.57	34.67	1983
-96.6997	36.7084	2011
-99.85	34.83	1986
-95.93	36.37	1984
-97.52	36.18	1999
-95.31	36.39	2008
-97.33	36.65	1967
-95.88	35.95	1986
-101.6	36.78	1996
-95.38	36.8	1957
-98.57	36.35	2007
-97.42	36.02	1982
-99.53	34.98	1999
-98.53	34.5	1962
-99.45	36.53	1992
-98.57	36.35	2007
-99.08	34.45	1985
-99.28	35.38	1986
-96.86	33.92	2010
-97.55	35.88	1986
-97.599	34.335	2010
-96.85	35.53	1999
-97.23	35.57	1999
-95.47	36.53	1957
-95.52	36	1986
-97.18	34.17	1983
-97.6	35.52	2003
-98.33	35.12	1954
-97.13	36.88	1981
-96.15	35.32	1954
-97.88	36.28	1966
-95.38	35.22	2001
-96.73	34.97	1973
-99	34.38	1952
-94.55	36.13	1968
-97.53	35.48	1988
-97.92	36.35	1981
-97.12	33.8532	2010
-95.98	36.07	1993
-96.08	35.95	1957
-96.18	36.13	1960
-96.4	36.5	1959
-99.88	36.3568	2011
-96.3807	35.3975	2010
-99.3	34.67	1955
-97.434	34.188	2010
-97.6	35.87	1986
-95.37	35.12	1998
-97.97	35.4	1999
-94.97	35.15	1957
-95.23	36.13	2004
-97.25	36.87	1959
-96.68	36.53	1997
-99.13	34.97	1982
-95.78	36.82	1990
-99.57	36.6	1992
-97.4	36.75	1951
-97.02	36.75	1973
-99.87	34.92	1968
-95.7911	35.4303	2010
-98.5	34.73	1992
-96.13	35.55	1957
-99.37	35.37	1984
-99.2	36.5	1993
-98.63	36.07	1956
-97.67	36.43	1991
-98.88	34.98	1983
-99.6	36	1982
-98.03	35.85	1999
-102.72	36.57	1996
-95.78	34.03	1961
-98.22	34.58	2003
-99.4	35.1	1986
-98.47	34.35	1954
-95.1	36.35	1995
-97.5	35.5	1974
-98.87	34.92	1982
-93.8752	34.2029	2009
-97.03	35.8	2004
-99.3	35.9	1961
-95.75	36.1	1957
-98.95	36.22	1992
-101.78	36.6	1962
-97.1	34.1	1957
-100.816	36.501	2010
-96.2296	35.5715	2010
-97.97	36.52	1999
-97.9	36.12	1970
-96.07	35.95	1957
-97.42	36.02	1983
-97.32	35.57	1974
-99.02	34.33	1957
-97.92	35.42	1999
-97.92	36.33	1999
-96.6	35.52	1959
-102.35	36.8	1962
-98.18	36.68	1999
-95.46	34.09	2008
-98.22	35.0599	2009
-95.3349	36.9543	2012
-94.97	35.83	1995
-95.47	35.38	1999
-97.98	35.35	1999
-97.38	35.22	1956
-96.73	36.55	1990
